Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       15    0.000    0.000    0.009    0.001 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\axis.py:484(_get_gridline)
      220    0.002    0.000    0.009    0.000 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\artist.py:942(update)
        8    0.000    0.000    0.009    0.001 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\axis.py:862(set_tick_params)
      126    0.001    0.000    0.009    0.000 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\markers.py:292(set_marker)
        4    0.000    0.000    0.008    0.002 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\axis.py:1326(get_minorticklocs)
      6/4    0.000    0.000    0.008    0.002 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\axis.py:658(__get__)
       46    0.002    0.000    0.008    0.000 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\lines.py:667(recache)
        2    0.000    0.000    0.007    0.004 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\axes\_base.py:2744(grid)
        4    0.000    0.000    0.007    0.002 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\axis.py:1432(grid)
3755/3229    0.004    0.000    0.007    0.000 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\artist.py:219(stale)
       13    0.000    0.000    0.007    0.001 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\axis.py:1374(_copy_tick_props)
       15    0.000    0.000    0.007    0.000 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\axis.py:469(_get_tick2line)
       12    0.000    0.000    0.007    0.001 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\axis.py:602(_get_gridline)
        1    0.000    0.000    0.007    0.007 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\backends\_backend_tk.py:595(destroy)
        1    0.000    0.000    0.007    0.007 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\axes\_axes.py:1433(plot)
        1    0.000    0.000    0.007    0.007 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\axis.py:2298(_update_label_position)
     4416    0.005    0.000    0.007    0.000 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\__init__.py:810(__getitem__)
       87    0.001    0.000    0.007    0.000 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\font_manager.py:620(__init__)
       61    0.001    0.000    0.006    0.000 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\text.py:121(__init__)
        1    0.000    0.000    0.006    0.006 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\axis.py:2279(_get_tick_boxes_siblings)
      252    0.001    0.000    0.006    0.000 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\markers.py:245(_recache)
       33    0.000    0.000    0.006    0.000 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\lines.py:1021(get_path)
      544    0.001    0.000    0.006    0.000 {built-in method builtins.next}
      200    0.000    0.000    0.006    0.000 <__array_function__ internals>:2(any)
     1122    0.001    0.000    0.005    0.000 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\core\_asarray.py:16(asarray)
       12    0.000    0.000    0.005    0.000 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\axis.py:573(_get_tick1line)
        1    0.000    0.000    0.005    0.005 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\sre_compile.py:598(_code)
    235/1    0.003    0.000    0.005    0.005 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\sre_compile.py:71(_compile)
       13    0.000    0.000    0.005    0.000 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\backends\backend_agg.py:164(draw_text)
       12    0.000    0.000    0.005    0.000 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\axis.py:588(_get_tick2line)
       42    0.000    0.000    0.005    0.000 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\transforms.py:1470(transform_point)
        2    0.000    0.000    0.005    0.002 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\matplotlib\backends\_backend_tk.py:630(_Spacer)
      200    0.000    0.000    0.005    0.000 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\core\fromnumeric.py:2189(any)
      300    0.000    0.000    0.005    0.000 <__array_function__ internals>:2(round_)
        3    0.000    0.000    0.005    0.002 C:\Users\shahar\AppData\Local\Programs\Python\Python37\lib\tkinter\__init__.py:2730(__init__)
